序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
31,review_90305,Leticia,1,"My nephew was admitted from the ER due to an accident. The hospital was clean and the care from doctors and nurses was great. We couldn’t be more thankful for the care. However, the downside was after discharge we contacted the social worker Thomas T. because we needed help with two things that were missing from his care. However, the social worker in short told us the hospital has nothing to do with the patient once they are discharged, and he can’t help me nor direct me to help. My nephew had surgery in his liver, however, was not given a follow-up for his liver. Also his insurance covers transportation but a form called 2015 form needs to be filled out. Only the hospital can help with these two things and we’re stuck trying to find help on this.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,758,0.17348484848484852,0.4643939393939394,Positive,0.9468,0.049,0.78,0.172,Positive,Negative (1-2★),False,False
32,review_34412,Kara Rufo,5,"My first choice! Always! I had my kidney transplant last year, Dr Sultan was my surgeon! Very kind, caring and just all around best of the best! I had no worries going in to surgery! He made me feel at ease! Cheryl was my pre transplant coordinator and she was the best! I wish I could have had her post too! All the nephrologist are great!! Great experience all around! Thank you!",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,381,0.771328125,0.475,Positive,0.9907,0.0,0.609,0.391,Positive,Positive (4-5★),True,True
34,review_68751,Diane Kurland,1,"Had a very poor experience after having a total knee replacement. After giving much information on my med allergies, I was given 2 medications that I was allergic to. Evidently Hackensack pharmacist didn't read my history. I was given pain medication which did nothing to alleviate my pain and was in agony for two days. No new med was given for my pain. The nurses only came in to my room when I rang due to severe pain and they gave me the same med that I told them didn't relieve the pain. They never came to see how I was or if I needed anything unless I called them. Being an RN myself, I realized there was no compassion or empathy, this was a disgrace and very disappointing. The food was terrible, dried out sandwich. I didn't eat for 2 days due to the pain and no one checked whether I had even eaten.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,810,-0.19734848484848486,0.5682954545454545,Negative,-0.99,0.246,0.727,0.027,Negative,Negative (1-2★),True,True
35,review_22956,Sean Frielink,1,Doesn't return phone calls,a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,26,0.0,0.0,Neutral,0.0,0.0,1.0,0.0,Neutral,Negative (1-2★),False,False
36,review_67885,Cindy Angelucci,1,"Horrendous patient care. My mother visited their emergency room late August 2025 and was told by a doctor that she had ""too many complaints"". She was sent home with tylenol and a day later came back with worsened symptoms and was hospitalized for over a week with a serious viral issue.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,286,-0.02666666666666666,0.35333333333333333,Neutral,-0.8442,0.216,0.732,0.052,Negative,Negative (1-2★),False,True
37,review_72528,Lindsay Gundacker,5,"Dr Kim in the ER was exactly what ALL Drs should be like. The rarest quality in the medical field is only one Dr Kim’s strongest qualities in my experience: LISTENING. Everyone was overworked but when Dr Kim stopped to see me, he gave his full attention and time. He BELIEVED me and was HONEST in telling me what he can do. Then he asked with COMPASSION  “now what about follow up care?” And gave some referrals that could point us in the right direction. The ability to do that in such a fast paced environment is truly a gift and a skill. I am so grateful for how Dr Kim helped us and his honesty meant so much and was truly grounding when my husband and I weren’t sure of what to think. I also know that no one in that department is thanked enough for what they do. Thank you ALL for your hard work, effort, and willingness to take on the stress of what it takes to care for us. Thank you Dr Kim for getting me to a place where I can have the strength to reach out for follow ups and be able to function towards next steps.

creative✅, courageous✅, compassionate✅, collaborative ✅and connected✅.

THANK YOU! 🙏🏼",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,1113,0.18528911564625852,0.5065192743764172,Positive,0.9973,0.035,0.694,0.271,Positive,Positive (4-5★),True,True
38,review_85064,Yesenia Garcia,3,"I went to the ER on Monday. The Staff nurse who treated me was courteous and friendly and best of all she listened to my concerns. I spent there almost seven hours. Everything went well except at the end. I was told by the pharmacy technician dispensing the prescription to wait for my paperwork discharge and she walked away. I waited for her for about 50 minutes. When she came back she asked me what I was waiting for which it took me by surprise. I spent there 50 unnecessary minutes while I was very exhausted, still in pain and wishing to go home already. They need to do better.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,585,0.15055555555555555,0.47888888888888886,Positive,0.9119,0.048,0.797,0.155,Positive,Neutral (3★),False,False
39,review_73376,Osiris Oliveras,1,HACKENSACK HOSPITAL is the by far the worst hospital to ever go when sick. I went it on Monday afternoon waited in the waiting room for a long time. Once called I was put in a room because I asked to be put in a room if not they were gonna put me in the hall way. I was told I was being admitted at 10pm. Then I was moved to the hallway waiting area like at 11pm which I have waited in the area for almost 8 hours to be moved to a room upstairs. NEVER AGAIN WILL I GO TO THAT HOSPITAL. Staff was not the greatest either.,a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,520,-0.13285714285714287,0.8514285714285714,Negative,-0.8346,0.09,0.877,0.033,Negative,Negative (1-2★),True,True
41,review_91352,Diana Bunay,1,"This hospital takes a long time to see the patient!! And of course, if all the employees are just on the phone while we wait, they should change the rules and the care would be better!! I've been waiting for 5 hours and they still haven't told me anything.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,256,0.3515625,0.45,Positive,0.8057,0.0,0.866,0.134,Positive,Negative (1-2★),False,False
42,review_12518,Jadea Tyan,2,"I ended up in the ER last night after a bad fall. My experience was not positive. To hear the way doctors, nurses, and security casually talked so badly about other patients was scary. They didn’t even blink an eye about making fun of people.

There were some nurses that did treat me kindly and that helped a lot!

When I was discharged there was a miscommunication leaving me to just be left there forgotten about for a little while.

I understand it’s just a job for some but a little empathy goes a long way!",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,512,-0.15585664335664334,0.5143939393939395,Negative,-0.3383,0.1,0.814,0.087,Negative,Negative (1-2★),True,True
43,review_18635,Natasha Polo,5,"The food was absolutely amazing and it arrived faster than expected when I ordered it for my mom. The staff is very friendly and courteous. The food was cooked well  and when I ordered the person I spoke to made sure I had everything I needed and helped me when I had questions. The woman who brought up the order was also very kind and helpful. She asked if anything else was needed so she can accommodate my mom and my mom really appreciated that. I did too. While I don’t like to be in a hospital, this hospital has my recommendation if you need to go. And that was just about the food alone!",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,595,0.44535714285714295,0.7055555555555555,Positive,0.9792,0.015,0.774,0.211,Positive,Positive (4-5★),True,True
